Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b03002_015 | b03002 |   310    |    low    |        88       |   92.6  |
| b03002_015 | b03002 |   310    |   medium  |        4        |   4.2   |
| b03002_015 | b03002 |   310    |    high   |        3        |   3.2   |
| b03002_015 | b03002 |   400    |    low    |       139       |   93.9  |
| b03002_015 | b03002 |   400    |   medium  |        8        |   5.4   |
| b03002_015 | b03002 |   400    |    high   |        1        |   0.7   |
| b03002_015 | b03002 |   500    |    low    |        79       |   90.8  |
| b03002_015 | b03002 |   500    |   medium  |        7        |   8.0   |
| b03002_015 | b03002 |   500    |    high   |        1        |   1.1   |
| b03002_015 | b03002 |   795    |    low    |       295       |   96.7  |
| b03002_015 | b03002 |   795    |   medium  |        9        |   3.0   |
| b03002_015 | b03002 |   795    |    high   |        1        |   0.3   |
| b03002_015 | b03002 |   860    |    low    |       551       |   98.9  |
| b03002_015 | b03002 |   860    |   medium  |        6        |   1.1   |
| b03002_016 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_016 | b03002 |   020    |   medium  |        4        |  100.0  |
| b03002_016 | b03002 |   030    |    low    |        4        |   50.0  |
| b03002_016 | b03002 |   030    |   medium  |        4        |   50.0  |
| b03002_016 | b03002 |   040    |    low    |        14       |   82.4  |
| b03002_016 | b03002 |   040    |   medium  |        2        |   11.8  |
| b03002_016 | b03002 |   040    |    high   |        1        |   5.9   |
| b03002_016 | b03002 |   050    |    low    |        86       |   96.6  |
| b03002_016 | b03002 |   050    |   medium  |        2        |   2.2   |
| b03002_016 | b03002 |   050    |    high   |        1        |   1.1   |
| b03002_016 | b03002 |   060    |    low    |       116       |   96.7  |
| b03002_016 | b03002 |   060    |   medium  |        4        |   3.3   |
| b03002_016 | b03002 |   140    |    low    |       146       |   99.3  |
| b03002_016 | b03002 |   140    |   medium  |        1        |   0.7   |
| b03002_016 | b03002 |   150    |    low    |        84       |   98.8  |
| b03002_016 | b03002 |   150    |   medium  |        1        |   1.2   |
| b03002_016 | b03002 |   160    |    low    |       115       |   99.1  |
| b03002_016 | b03002 |   160    |    high   |        1        |   0.9   |
| b03002_016 | b03002 |   170    |    low    |        1        |  100.0  |
| b03002_016 | b03002 |   250    |    low    |        4        |  100.0  |
| b03002_016 | b03002 |   310    |    low    |        42       |   95.5  |
| b03002_016 | b03002 |   310    |   medium  |        1        |   2.3   |
| b03002_016 | b03002 |   310    |    high   |        1        |   2.3   |
| b03002_016 | b03002 |   400    |    low    |        56       |   94.9  |
| b03002_016 | b03002 |   400    |   medium  |        2        |   3.4   |
| b03002_016 | b03002 |   400    |    high   |        1        |   1.7   |
| b03002_016 | b03002 |   500    |    low    |        57       |   98.3  |
| b03002_016 | b03002 |   500    |    high   |        1        |   1.7   |
| b03002_016 | b03002 |   795    |    low    |       194       |   99.5  |
| b03002_016 | b03002 |   795    |    high   |        1        |   0.5   |
| b03002_016 | b03002 |   860    |    low    |       181       |   98.4  |
| b03002_016 | b03002 |   860    |   medium  |        3        |   1.6   |
| b03002_017 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_017 | b03002 |   020    |    low    |        2        |   50.0  |
| b03002_017 | b03002 |   020    |   medium  |        2        |   50.0  |
| b03002_017 | b03002 |   030    |    low    |        5        |   55.6  |
| b03002_017 | b03002 |   030    |   medium  |        4        |   44.4  |
| b03002_017 | b03002 |   040    |    low    |        22       |   88.0  |
| b03002_017 | b03002 |   040    |   medium  |        3        |   12.0  |
| b03002_017 | b03002 |   050    |    low    |        49       |  100.0  |
| b03002_017 | b03002 |   060    |    low    |        39       |  100.0  |
| b03002_017 | b03002 |   140    |    low    |        18       |  100.0  |
| b03002_017 | b03002 |   150    |    low    |        15       |   93.8  |
| b03002_017 | b03002 |   150    |   medium  |        1        |   6.2   |
| b03002_017 | b03002 |   160    |    low    |        41       |  100.0  |
| b03002_017 | b03002 |   250    |    low    |        2        |  100.0  |
| b03002_017 | b03002 |   310    |    low    |        34       |  100.0  |
| b03002_017 | b03002 |   400    |    low    |        40       |  100.0  |
| b03002_017 | b03002 |   500    |    low    |        42       |  100.0  |
| b03002_017 | b03002 |   795    |    low    |        49       |  100.0  |
| b03002_017 | b03002 |   860    |    low    |        23       |  100.0  |
| b03002_018 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_018 | b03002 |   020    |    low    |        1        |   25.0  |
| b03002_018 | b03002 |   020    |   medium  |        1        |   25.0  |
| b03002_018 | b03002 |   020    |    high   |        2        |   50.0  |
| b03002_018 | b03002 |   030    |    low    |        2        |   33.3  |
| b03002_018 | b03002 |   030    |    high   |        4        |   66.7  |
| b03002_018 | b03002 |   040    |    low    |        15       |   38.5  |
| b03002_018 | b03002 |   040    |   medium  |        11       |   28.2  |
| b03002_018 | b03002 |   040    |    high   |        13       |   33.3  |
| b03002_018 | b03002 |   050    |    low    |       735       |   69.3  |
| b03002_018 | b03002 |   050    |   medium  |       243       |   22.9  |
| b03002_018 | b03002 |   050    |    high   |        83       |   7.8   |
| b03002_018 | b03002 |   060    |    low    |       2199      |   82.3  |
| b03002_018 | b03002 |   060    |   medium  |       404       |   15.1  |
| b03002_018 | b03002 |   060    |    high   |        68       |   2.5   |
| b03002_018 | b03002 |   140    |    low    |       8504      |   90.8  |
| b03002_018 | b03002 |   140    |   medium  |       827       |   8.8   |
| b03002_018 | b03002 |   140    |    high   |        35       |   0.4   |
| b03002_018 | b03002 |   150    |    low    |      12045      |   96.1  |
| b03002_018 | b03002 |   150    |   medium  |       476       |   3.8   |
| b03002_018 | b03002 |   150    |    high   |        19       |   0.2   |
| b03002_018 | b03002 |   160    |    low    |       2000      |   84.0  |
| b03002_018 | b03002 |   160    |   medium  |       313       |   13.1  |
| b03002_018 | b03002 |   160    |    high   |        68       |   2.9   |
| b03002_018 | b03002 |   170    |   medium  |        1        |   50.0  |
| b03002_018 | b03002 |   170    |    high   |        1        |   50.0  |
| b03002_018 | b03002 |   250    |    low    |        39       |   76.5  |
| b03002_018 | b03002 |   250    |   medium  |        11       |   21.6  |
| b03002_018 | b03002 |   250    |    high   |        1        |   2.0   |
| b03002_018 | b03002 |   251    |    low    |        9        |  100.0  |
| b03002_018 | b03002 |   256    |    low    |        39       |   81.2  |
| b03002_018 | b03002 |   256    |   medium  |        8        |   16.7  |
| b03002_018 | b03002 |   256    |    high   |        1        |   2.1   |
| b03002_018 | b03002 |   258    |    low    |        56       |   84.8  |
| b03002_018 | b03002 |   258    |   medium  |        10       |   15.2  |
| b03002_018 | b03002 |   310    |    low    |       214       |   61.0  |
| b03002_018 | b03002 |   310    |   medium  |        98       |   27.9  |
| b03002_018 | b03002 |   310    |    high   |        39       |   11.1  |
| b03002_018 | b03002 |   400    |    low    |       612       |   75.9  |
| b03002_018 | b03002 |   400    |   medium  |       145       |   18.0  |
| b03002_018 | b03002 |   400    |    high   |        49       |   6.1   |
| b03002_018 | b03002 |   500    |    low    |       107       |   48.0  |
| b03002_018 | b03002 |   500    |   medium  |        79       |   35.4  |
| b03002_018 | b03002 |   500    |    high   |        37       |   16.6  |
| b03002_018 | b03002 |   795    |    low    |       650       |   60.1  |
| b03002_018 | b03002 |   795    |   medium  |       336       |   31.1  |
| b03002_018 | b03002 |   795    |    high   |        96       |   8.9   |
| b03002_018 | b03002 |   860    |    low    |       3071      |   82.2  |
| b03002_018 | b03002 |   860    |   medium  |       557       |   14.9  |
| b03002_018 | b03002 |   860    |    high   |       107       |   2.9   |
| b03002_019 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_019 | b03002 |   020    |   medium  |        1        |   25.0  |
| b03002_019 | b03002 |   020    |    high   |        3        |   75.0  |
| b03002_019 | b03002 |   030    |    low    |        2        |   22.2  |
| b03002_019 | b03002 |   030    |   medium  |        2        |   22.2  |
| b03002_019 | b03002 |   030    |    high   |        5        |   55.6  |
| b03002_019 | b03002 |   040    |    low    |        14       |   38.9  |
| b03002_019 | b03002 |   040    |   medium  |        17       |   47.2  |
| b03002_019 | b03002 |   040    |    high   |        5        |   13.9  |
| b03002_019 | b03002 |   050    |    low    |       546       |   86.0  |
| b03002_019 | b03002 |   050    |   medium  |        67       |   10.6  |
| b03002_019 | b03002 |   050    |    high   |        22       |   3.5   |
| b03002_019 | b03002 |   060    |    low    |       1341      |   90.5  |
| b03002_019 | b03002 |   060    |   medium  |       130       |   8.8   |
| b03002_019 | b03002 |   060    |    high   |        10       |   0.7   |
| b03002_019 | b03002 |   140    |    low    |       4620      |   96.7  |
| b03002_019 | b03002 |   140    |   medium  |       153       |   3.2   |
| b03002_019 | b03002 |   140    |    high   |        6        |   0.1   |
| b03002_019 | b03002 |   150    |    low    |       4032      |   97.5  |
| b03002_019 | b03002 |   150    |   medium  |       100       |   2.4   |
| b03002_019 | b03002 |   150    |    high   |        5        |   0.1   |
| b03002_019 | b03002 |   160    |    low    |       1141      |   94.8  |
| b03002_019 | b03002 |   160    |   medium  |        53       |   4.4   |
| b03002_019 | b03002 |   160    |    high   |        9        |   0.7   |
| b03002_019 | b03002 |   170    |    low    |        2        |  100.0  |
| b03002_019 | b03002 |   250    |    low    |        43       |   97.7  |
| b03002_019 | b03002 |   250    |   medium  |        1        |   2.3   |
| b03002_019 | b03002 |   251    |    low    |        15       |  100.0  |
| b03002_019 | b03002 |   256    |    low    |        35       |  100.0  |
| b03002_019 | b03002 |   258    |    low    |        44       |  100.0  |
| b03002_019 | b03002 |   310    |    low    |       173       |   81.6  |
| b03002_019 | b03002 |   310    |   medium  |        31       |   14.6  |
| b03002_019 | b03002 |   310    |    high   |        8        |   3.8   |
| b03002_019 | b03002 |   400    |    low    |       359       |   89.1  |
| b03002_019 | b03002 |   400    |   medium  |        36       |   8.9   |
| b03002_019 | b03002 |   400    |    high   |        8        |   2.0   |
| b03002_019 | b03002 |   500    |    low    |       136       |   78.2  |
| b03002_019 | b03002 |   500    |   medium  |        36       |   20.7  |
| b03002_019 | b03002 |   500    |    high   |        2        |   1.1   |
| b03002_019 | b03002 |   795    |    low    |       555       |   88.8  |
| b03002_019 | b03002 |   795    |   medium  |        55       |   8.8   |
| b03002_019 | b03002 |   795    |    high   |        15       |   2.4   |
| b03002_019 | b03002 |   860    |    low    |       1924      |   95.2  |
| b03002_019 | b03002 |   860    |   medium  |        74       |   3.7   |
| b03002_019 | b03002 |   860    |    high   |        23       |   1.1   |
| b03002_020 | b03002 |   010    |   medium  |        1        |  100.0  |
| b03002_020 | b03002 |   020    |    low    |        1        |   33.3  |
| b03002_020 | b03002 |   020    |   medium  |        2        |   66.7  |
| b03002_020 | b03002 |   030    |    low    |        5        |   83.3  |
| b03002_020 | b03002 |   030    |   medium  |        1        |   16.7  |
| b03002_020 | b03002 |   040    |    low    |        20       |   76.9  |
| b03002_020 | b03002 |   040    |   medium  |        6        |   23.1  |
| b03002_020 | b03002 |   050    |    low    |       390       |   93.8  |
| b03002_020 | b03002 |   050    |   medium  |        26       |   6.2   |
| b03002_020 | b03002 |   060    |    low    |       713       |   97.4  |
| b03002_020 | b03002 |   060    |   medium  |        19       |   2.6   |
